file: votematrix-2015.csv covering commons parliament 2015
file created: Mon Apr 17 08:48:58 2017by http://www.publicwhip.org.uk/
654 mps
462 divisions



Data Values
      missing: -9
      tellaye: 1
      aye: 2
      both: 3
      no: 4
      tellno: 5



Variables match to MP names as mpidXXX where XXX is the mpid number below

mpid	firstname	surname	party	PublicWhip URL
41072	Phillip	Lee	Con	http://publicwhip.com/mp.php?mpid=41072
41224	Jeremy	Lefroy	Con	http://publicwhip.com/mp.php?mpid=41224
41254	Edward	Leigh	Con	http://publicwhip.com/mp.php?mpid=41254
40903	Charlotte	Leslie	Con	http://publicwhip.com/mp.php?mpid=40903
41179	Chris	Leslie	Lab	http://publicwhip.com/mp.php?mpid=41179
41142	Oliver	Letwin	Con	http://publicwhip.com/mp.php?mpid=41142
40746	Emma	Lewell-Buck	Lab	http://publicwhip.com/mp.php?mpid=40746
41161	Brandon	Lewis	Con	http://publicwhip.com/mp.php?mpid=41161
41008	Clive	Lewis	Lab	http://publicwhip.com/mp.php?mpid=41008
40915	Ivan	Lewis	Lab	http://publicwhip.com/mp.php?mpid=40915
40908	Julian	Lewis	Con	http://publicwhip.com/mp.php?mpid=40908
41323	Ian	Liddell-Grainger	Con	http://publicwhip.com/mp.php?mpid=41323
41103	David	Lidington	Con	http://publicwhip.com/mp.php?mpid=41103
41007	Peter	Lilley	Con	http://publicwhip.com/mp.php?mpid=41007
41050	Rebecca	Long-Bailey	Lab	http://publicwhip.com/mp.php?mpid=41050
41098	Jack	Lopresti	Con	http://publicwhip.com/mp.php?mpid=41098
41054	Jonathan	Lord	Con	http://publicwhip.com/mp.php?mpid=41054
41243	Tim	Loughton	Con	http://publicwhip.com/mp.php?mpid=41243
41295	Caroline	Lucas	Green	http://publicwhip.com/mp.php?mpid=41295
40716	Ian	Lucas	Lab	http://publicwhip.com/mp.php?mpid=40716
41116	Karen	Lumley	Con	http://publicwhip.com/mp.php?mpid=41116
41330	Holly	Lynch	Lab	http://publicwhip.com/mp.php?mpid=41330
41342	Craig	Mackinlay	Con	http://publicwhip.com/mp.php?mpid=41342
40981	David	Mackintosh	Con	http://publicwhip.com/mp.php?mpid=40981
40732	Angus	MacNeil	SNP	http://publicwhip.com/mp.php?mpid=40732
41010	Fiona	Mactaggart	Lab	http://publicwhip.com/mp.php?mpid=41010
41078	Justin	Madders	Lab	http://publicwhip.com/mp.php?mpid=41078
41123	Khalid	Mahmood	Lab	http://publicwhip.com/mp.php?mpid=41123
41071	Shabana	Mahmood	Lab	http://publicwhip.com/mp.php?mpid=41071
41052	Anne	Main	Con	http://publicwhip.com/mp.php?mpid=41052
40771	Alan	Mak	Con	http://publicwhip.com/mp.php?mpid=40771
40896	Seema	Malhotra	Lab	http://publicwhip.com/mp.php?mpid=40896
40979	Kit	Malthouse	Con	http://publicwhip.com/mp.php?mpid=40979
41037	John	Mann	Lab	http://publicwhip.com/mp.php?mpid=41037
41100	Scott	Mann	Con	http://publicwhip.com/mp.php?mpid=41100
41086	Rob	Marris	Lab	http://publicwhip.com/mp.php?mpid=41086
40971	Gordon	Marsden	Lab	http://publicwhip.com/mp.php?mpid=40971
41325	Rachael	Maskell	Lab	http://publicwhip.com/mp.php?mpid=41325
41241	Chris	Matheson	Lab	http://publicwhip.com/mp.php?mpid=41241
40920	Tania	Mathias	Con	http://publicwhip.com/mp.php?mpid=40920
41113	Theresa	May	Con	http://publicwhip.com/mp.php?mpid=41113
41059	Paul	Maynard	Con	http://publicwhip.com/mp.php?mpid=41059
41027	Steve	McCabe	Lab	http://publicwhip.com/mp.php?mpid=41027
41170	Callum	McCaig	SNP	http://publicwhip.com/mp.php?mpid=41170
41087	Kerry	McCarthy	Lab	http://publicwhip.com/mp.php?mpid=41087
41125	Jason	McCartney	Con	http://publicwhip.com/mp.php?mpid=41125
40950	Karl	McCartney	Con	http://publicwhip.com/mp.php?mpid=40950
40754	Siobhain	McDonagh	Lab	http://publicwhip.com/mp.php?mpid=40754
41277	Andy	McDonald	Lab	http://publicwhip.com/mp.php?mpid=41277
40876	Stewart	McDonald	SNP	http://publicwhip.com/mp.php?mpid=40876
40811	Stuart	McDonald	SNP	http://publicwhip.com/mp.php?mpid=40811
40861	Alasdair	McDonnell	SDLP	http://publicwhip.com/mp.php?mpid=40861
40941	John Martin	McDonnell	Lab	http://publicwhip.com/mp.php?mpid=40941
41055	Pat	McFadden	Lab	http://publicwhip.com/mp.php?mpid=41055
40813	Natalie	McGarry	SNP	http://publicwhip.com/mp.php?mpid=40813
41361	Natalie	McGarry	Independent	http://publicwhip.com/mp.php?mpid=41361
41280	Conor	McGinn	Lab	http://publicwhip.com/mp.php?mpid=41280
41293	Alison	McGovern	Lab	http://publicwhip.com/mp.php?mpid=41293
41228	Liz	McInnes	Lab	http://publicwhip.com/mp.php?mpid=41228
40719	Catherine	McKinnell	Lab	http://publicwhip.com/mp.php?mpid=40719
40859	Anne	McLaughlin	SNP	http://publicwhip.com/mp.php?mpid=40859
41158	Patrick	McLoughlin	Con	http://publicwhip.com/mp.php?mpid=41158
41360	Jim	McMahon	Lab	http://publicwhip.com/mp.php?mpid=41360
40741	John	McNally	SNP	http://publicwhip.com/mp.php?mpid=40741
41281	Stephen	McPartland	Con	http://publicwhip.com/mp.php?mpid=41281
40958	Michael	Meacher	Lab	http://publicwhip.com/mp.php?mpid=40958
41163	Alan	Meale	Lab	http://publicwhip.com/mp.php?mpid=41163
40884	Ian	Mearns	Lab	http://publicwhip.com/mp.php?mpid=40884
41062	Mark	Menzies	Con	http://publicwhip.com/mp.php?mpid=41062
41048	Johnny	Mercer	Con	http://publicwhip.com/mp.php?mpid=41048
41294	Huw	Merriman	Con	http://publicwhip.com/mp.php?mpid=41294
40885	Stephen	Metcalfe	Con	http://publicwhip.com/mp.php?mpid=40885
41029	Ed	Miliband	Lab	http://publicwhip.com/mp.php?mpid=41029
41000	Maria	Miller	Con	http://publicwhip.com/mp.php?mpid=41000
40990	Amanda	Milling	Con	http://publicwhip.com/mp.php?mpid=40990
40901	Nigel	Mills	Con	http://publicwhip.com/mp.php?mpid=40901
41063	Anne	Milton	Con	http://publicwhip.com/mp.php?mpid=41063
40954	Andrew	Mitchell	Con	http://publicwhip.com/mp.php?mpid=40954
41219	Carol	Monaghan	SNP	http://publicwhip.com/mp.php?mpid=41219
40934	Paul	Monaghan	SNP	http://publicwhip.com/mp.php?mpid=40934
41189	Madeleine	Moon	Lab	http://publicwhip.com/mp.php?mpid=41189
41131	Penny	Mordaunt	Con	http://publicwhip.com/mp.php?mpid=41131
40806	Jessica	Morden	Lab	http://publicwhip.com/mp.php?mpid=40806
41129	Nicky	Morgan	Con	http://publicwhip.com/mp.php?mpid=41129
41092	Anne Marie	Morris	Con	http://publicwhip.com/mp.php?mpid=41092
41319	David	Morris	Con	http://publicwhip.com/mp.php?mpid=41319
40791	Grahame	Morris	Lab	http://publicwhip.com/mp.php?mpid=40791
40940	James	Morris	Con	http://publicwhip.com/mp.php?mpid=40940
40959	Wendy	Morton	Con	http://publicwhip.com/mp.php?mpid=40959
41274	David	Mowat	Con	http://publicwhip.com/mp.php?mpid=41274
41244	Greg	Mulholland	LDem	http://publicwhip.com/mp.php?mpid=41244
40772	Roger	Mullin	SNP	http://publicwhip.com/mp.php?mpid=40772
40964	David	Mundell	Con	http://publicwhip.com/mp.php?mpid=40964
40904	Ian	Murray	Lab	http://publicwhip.com/mp.php?mpid=40904
41181	Sheryll	Murray	Con	http://publicwhip.com/mp.php?mpid=41181
41272	Andrew	Murrison	Con	http://publicwhip.com/mp.php?mpid=41272
40817	Lisa	Nandy	Lab	http://publicwhip.com/mp.php?mpid=40817
40788	Bob	Neill	Con	http://publicwhip.com/mp.php?mpid=40788
40783	Gavin	Newlands	SNP	http://publicwhip.com/mp.php?mpid=40783
41238	Sarah	Newton	Con	http://publicwhip.com/mp.php?mpid=41238
40763	John	Nicolson	SNP	http://publicwhip.com/mp.php?mpid=40763
41094	Caroline	Nokes	Con	http://publicwhip.com/mp.php?mpid=41094
41081	Jesse	Norman	Con	http://publicwhip.com/mp.php?mpid=41081
41002	David	Nuttall	Con	http://publicwhip.com/mp.php?mpid=41002
41057	Brendan	O&#39;Hara	SNP	http://publicwhip.com/mp.php?mpid=41057
41042	Matthew	Offord	Con	http://publicwhip.com/mp.php?mpid=41042
41367	Sarah	Olney	LDem	http://publicwhip.com/mp.php?mpid=41367
40860	Melanie	Onn	Lab	http://publicwhip.com/mp.php?mpid=40860
40713	Chi	Onwurah	Lab	http://publicwhip.com/mp.php?mpid=40713
41352	Guy	Opperman	Con	http://publicwhip.com/mp.php?mpid=41352
41040	Kate	Osamor	Lab	http://publicwhip.com/mp.php?mpid=41040
41225	George	Osborne	Con	http://publicwhip.com/mp.php?mpid=41225
40792	Kirsten	Oswald	SNP	http://publicwhip.com/mp.php?mpid=40792
40873	Albert	Owen	Lab	http://publicwhip.com/mp.php?mpid=40873
40720	Ian	Paisley Jnr	DUP	http://publicwhip.com/mp.php?mpid=40720
41308	Neil	Parish	Con	http://publicwhip.com/mp.php?mpid=41308
41137	Priti	Patel	Con	http://publicwhip.com/mp.php?mpid=41137
40867	Owen	Paterson	Con	http://publicwhip.com/mp.php?mpid=40867
40800	Steven	Paterson	SNP	http://publicwhip.com/mp.php?mpid=40800
41133	Mark	Pawsey	Con	http://publicwhip.com/mp.php?mpid=41133
40916	Teresa	Pearce	Lab	http://publicwhip.com/mp.php?mpid=40916
41302	Mike	Penning	Con	http://publicwhip.com/mp.php?mpid=41302
41079	Matthew	Pennycook	Lab	http://publicwhip.com/mp.php?mpid=41079
41275	John	Penrose	Con	http://publicwhip.com/mp.php?mpid=41275
41028	Andrew	Percy	Con	http://publicwhip.com/mp.php?mpid=41028
40937	Toby	Perkins	Lab	http://publicwhip.com/mp.php?mpid=40937
41210	Claire	Perry	Con	http://publicwhip.com/mp.php?mpid=41210
41038	Jess	Phillips	Lab	http://publicwhip.com/mp.php?mpid=41038
41036	Stephen	Phillips	Con	http://publicwhip.com/mp.php?mpid=41036
40706	Bridget	Phillipson	Lab	http://publicwhip.com/mp.php?mpid=40706
41076	Chris	Philp	Con	http://publicwhip.com/mp.php?mpid=41076
40902	Eric	Pickles	Con	http://publicwhip.com/mp.php?mpid=40902
41282	Christopher	Pincher	Con	http://publicwhip.com/mp.php?mpid=41282
41191	Daniel	Poulter	Con	http://publicwhip.com/mp.php?mpid=41191
40790	Steve	Pound	Lab	http://publicwhip.com/mp.php?mpid=40790
41226	Rebecca	Pow	Con	http://publicwhip.com/mp.php?mpid=41226
41090	Lucy	Powell	Lab	http://publicwhip.com/mp.php?mpid=41090
41262	Victoria	Prentis	Con	http://publicwhip.com/mp.php?mpid=41262
41082	Mark	Prisk	Con	http://publicwhip.com/mp.php?mpid=41082
41284	Mark	Pritchard	Con	http://publicwhip.com/mp.php?mpid=41284
40930	John	Pugh	LDem	http://publicwhip.com/mp.php?mpid=40930
41109	Tom	Pursglove	Con	http://publicwhip.com/mp.php?mpid=41109
41255	Jeremy	Quin	Con	http://publicwhip.com/mp.php?mpid=41255
41207	Will	Quince	Con	http://publicwhip.com/mp.php?mpid=41207
41188	Yasmin	Qureshi	Lab	http://publicwhip.com/mp.php?mpid=41188
41218	Dominic	Raab	Con	http://publicwhip.com/mp.php?mpid=41218
41313	Angela	Rayner	Lab	http://publicwhip.com/mp.php?mpid=41313
41069	John	Redwood	Con	http://publicwhip.com/mp.php?mpid=41069
40991	Jamie	Reed	Lab	http://publicwhip.com/mp.php?mpid=40991
40955	Steve	Reed	Lab	http://publicwhip.com/mp.php?mpid=40955
40907	Christina	Rees	Lab	http://publicwhip.com/mp.php?mpid=40907
41047	Jacob	Rees-Mogg	Con	http://publicwhip.com/mp.php?mpid=41047
41162	Rachel	Reeves	Lab	http://publicwhip.com/mp.php?mpid=41162
41013	Emma	Reynolds	Lab	http://publicwhip.com/mp.php?mpid=41013
41331	Jonathan	Reynolds	Lab	http://publicwhip.com/mp.php?mpid=41331
40871	Marie	Rimmer	Lab	http://publicwhip.com/mp.php?mpid=40871
40945	Margaret	Ritchie	SDLP	http://publicwhip.com/mp.php?mpid=40945
40797	Angus	Robertson	SNP	http://publicwhip.com/mp.php?mpid=40797
41283	Laurence	Robertson	Con	http://publicwhip.com/mp.php?mpid=41283
40761	Gavin	Robinson	DUP	http://publicwhip.com/mp.php?mpid=40761
40847	Geoffrey	Robinson	Lab	http://publicwhip.com/mp.php?mpid=40847
41217	Mary	Robinson	Con	http://publicwhip.com/mp.php?mpid=41217
41025	Andrew	Rosindell	Con	http://publicwhip.com/mp.php?mpid=41025
41033	Steve	Rotheram	Lab	http://publicwhip.com/mp.php?mpid=41033
40929	Amber	Rudd	Con	http://publicwhip.com/mp.php?mpid=40929
41324	David	Rutley	Con	http://publicwhip.com/mp.php?mpid=41324
40938	Joan	Ryan	Lab	http://publicwhip.com/mp.php?mpid=40938
41220	Alex	Salmond	SNP	http://publicwhip.com/mp.php?mpid=41220
41031	Antoinette	Sandbach	Con	http://publicwhip.com/mp.php?mpid=41031
40812	Liz	Saville-Roberts	PC	http://publicwhip.com/mp.php?mpid=40812
40898	Paul	Scully	Con	http://publicwhip.com/mp.php?mpid=40898
41322	Andrew	Selous	Con	http://publicwhip.com/mp.php?mpid=41322
41107	Naseem	Shah	Lab	http://publicwhip.com/mp.php?mpid=41107
40726	Jim	Shannon	DUP	http://publicwhip.com/mp.php?mpid=40726
41122	Grant	Shapps	Con	http://publicwhip.com/mp.php?mpid=41122
41260	Alok	Sharma	Con	http://publicwhip.com/mp.php?mpid=41260
40835	Virendra	Sharma	Lab	http://publicwhip.com/mp.php?mpid=40835
41022	Barry	Sheerman	Lab	http://publicwhip.com/mp.php?mpid=41022
41176	Alec	Shelbrooke	Con	http://publicwhip.com/mp.php?mpid=41176
40948	Tommy	Sheppard	SNP	http://publicwhip.com/mp.php?mpid=40948
41263	Paula	Sherriff	Lab	http://publicwhip.com/mp.php?mpid=41263
41347	Gavin	Shuker	Lab	http://publicwhip.com/mp.php?mpid=41347
40966	Tulip	Siddiq	Lab	http://publicwhip.com/mp.php?mpid=40966
40736	David	Simpson	DUP	http://publicwhip.com/mp.php?mpid=40736
41338	Keith	Simpson	Con	http://publicwhip.com/mp.php?mpid=41338
41127	Chris	Skidmore	Con	http://publicwhip.com/mp.php?mpid=41127
41215	Dennis	Skinner	Lab	http://publicwhip.com/mp.php?mpid=41215
40793	Andrew	Slaughter	Lab	http://publicwhip.com/mp.php?mpid=40793
41332	Ruth	Smeeth	Lab	http://publicwhip.com/mp.php?mpid=41332
40724	Andrew	Smith	Lab	http://publicwhip.com/mp.php?mpid=40724
41115	Angela	Smith	Lab	http://publicwhip.com/mp.php?mpid=41115
41318	Cat	Smith	Lab	http://publicwhip.com/mp.php?mpid=41318
41305	Chloe	Smith	Con	http://publicwhip.com/mp.php?mpid=41305
40856	Henry	Smith	Con	http://publicwhip.com/mp.php?mpid=40856
41044	Jeff	Smith	Lab	http://publicwhip.com/mp.php?mpid=41044
41095	Julian	Smith	Con	http://publicwhip.com/mp.php?mpid=41095
40727	Nick	Smith	Lab	http://publicwhip.com/mp.php?mpid=40727
40839	Owen	Smith	Lab	http://publicwhip.com/mp.php?mpid=40839
40969	Royston	Smith	Con	http://publicwhip.com/mp.php?mpid=40969
41124	Karin	Smyth	Lab	http://publicwhip.com/mp.php?mpid=41124
41370	Gareth	Snell	Lab	http://publicwhip.com/mp.php?mpid=41370
41235	Nicholas	Soames	Con	http://publicwhip.com/mp.php?mpid=41235
41334	Amanda	Solloway	Con	http://publicwhip.com/mp.php?mpid=41334
40989	Anna	Soubry	Con	http://publicwhip.com/mp.php?mpid=40989
40841	John	Spellar	Lab	http://publicwhip.com/mp.php?mpid=40841
41164	Caroline	Spelman	Con	http://publicwhip.com/mp.php?mpid=41164
41118	Mark	Spencer	Con	http://publicwhip.com/mp.php?mpid=41118
40995	Keir	Starmer	Lab	http://publicwhip.com/mp.php?mpid=40995
40821	Chris	Stephens	SNP	http://publicwhip.com/mp.php?mpid=40821
40968	Andrew	Stephenson	Con	http://publicwhip.com/mp.php?mpid=40968
40819	Jo	Stevens	Lab	http://publicwhip.com/mp.php?mpid=40819
41199	John	Stevenson	Con	http://publicwhip.com/mp.php?mpid=41199
40844	Bob	Stewart	Con	http://publicwhip.com/mp.php?mpid=40844
41155	Iain	Stewart	Con	http://publicwhip.com/mp.php?mpid=41155
41093	Rory	Stewart	Con	http://publicwhip.com/mp.php?mpid=41093
41306	Gary	Streeter	Con	http://publicwhip.com/mp.php?mpid=41306
40866	Wes	Streeting	Lab	http://publicwhip.com/mp.php?mpid=40866
41345	Mel	Stride	Con	http://publicwhip.com/mp.php?mpid=41345
40914	Graham	Stringer	Lab	http://publicwhip.com/mp.php?mpid=40914
41104	Gisela	Stuart	Lab	http://publicwhip.com/mp.php?mpid=41104
40960	Graham	Stuart	Con	http://publicwhip.com/mp.php?mpid=40960
41326	Julian	Sturdy	Con	http://publicwhip.com/mp.php?mpid=41326
41298	Rishi	Sunak	Con	http://publicwhip.com/mp.php?mpid=41298
40951	Desmond	Swayne	Con	http://publicwhip.com/mp.php?mpid=40951
41242	Hugo	Swire	Con	http://publicwhip.com/mp.php?mpid=41242
41203	Robert	Syms	Con	http://publicwhip.com/mp.php?mpid=41203
40843	Mark	Tami	Lab	http://publicwhip.com/mp.php?mpid=40843
40888	Alison	Thewliss	SNP	http://publicwhip.com/mp.php?mpid=40888
41355	Derek	Thomas	Con	http://publicwhip.com/mp.php?mpid=41355
41221	Gareth	Thomas	Lab	http://publicwhip.com/mp.php?mpid=41221
40759	Nick	Thomas-Symonds	Lab	http://publicwhip.com/mp.php?mpid=40759
40757	Owen	Thompson	SNP	http://publicwhip.com/mp.php?mpid=40757
40994	Michelle	Thomson	SNP	http://publicwhip.com/mp.php?mpid=40994
41359	Michelle	Thomson	Independent	http://publicwhip.com/mp.php?mpid=41359
40750	Emily	Thornberry	Lab	http://publicwhip.com/mp.php?mpid=40750
41061	Maggie	Throup	Con	http://publicwhip.com/mp.php?mpid=41061
41039	Stephen	Timms	Lab	http://publicwhip.com/mp.php?mpid=41039
41337	Edward	Timpson	Con	http://publicwhip.com/mp.php?mpid=41337
41315	Kelly	Tolhurst	Con	http://publicwhip.com/mp.php?mpid=41315
40709	Justin	Tomlinson	Con	http://publicwhip.com/mp.php?mpid=40709
41264	Michael	Tomlinson	Con	http://publicwhip.com/mp.php?mpid=41264
40782	Craig	Tracey	Con	http://publicwhip.com/mp.php?mpid=40782
41060	David	Tredinnick	Con	http://publicwhip.com/mp.php?mpid=41060
41349	Anne-Marie	Trevelyan	Con	http://publicwhip.com/mp.php?mpid=41349
41140	Jon	Trickett	Lab	http://publicwhip.com/mp.php?mpid=41140
41316	Elizabeth	Truss	Con	http://publicwhip.com/mp.php?mpid=41316
41068	Thomas	Tugendhat	Con	http://publicwhip.com/mp.php?mpid=41068
40840	Anna	Turley	Lab	http://publicwhip.com/mp.php?mpid=40840
40794	Andrew	Turner	Con	http://publicwhip.com/mp.php?mpid=40794
41229	Karl	Turner	Lab	http://publicwhip.com/mp.php?mpid=41229
40744	Derek	Twigg	Lab	http://publicwhip.com/mp.php?mpid=40744
41232	Stephen	Twigg	Lab	http://publicwhip.com/mp.php?mpid=41232
41175	Andrew	Tyrie	Con	http://publicwhip.com/mp.php?mpid=41175
40801	Chuka	Umunna	Lab	http://publicwhip.com/mp.php?mpid=40801
41239	Ed	Vaizey	Con	http://publicwhip.com/mp.php?mpid=41239
40897	Shailesh	Vara	Con	http://publicwhip.com/mp.php?mpid=40897
41276	Keith	Vaz	Lab	http://publicwhip.com/mp.php?mpid=41276
40946	Valerie	Vaz	Lab	http://publicwhip.com/mp.php?mpid=40946
41201	Martin	Vickers	Con	http://publicwhip.com/mp.php?mpid=41201
40962	Theresa	Villiers	Con	http://publicwhip.com/mp.php?mpid=40962
40737	Charles	Walker	Con	http://publicwhip.com/mp.php?mpid=40737
40786	Robin	Walker	Con	http://publicwhip.com/mp.php?mpid=40786
41016	Ben	Wallace	Con	http://publicwhip.com/mp.php?mpid=41016
41066	David	Warburton	Con	http://publicwhip.com/mp.php?mpid=41066
41149	Matt	Warman	Con	http://publicwhip.com/mp.php?mpid=41149
41021	Angela	Watkinson	Con	http://publicwhip.com/mp.php?mpid=41021
40893	Tom	Watson	Lab	http://publicwhip.com/mp.php?mpid=40893
40748	Michael	Weir	SNP	http://publicwhip.com/mp.php?mpid=40748
40889	Catherine	West	Lab	http://publicwhip.com/mp.php?mpid=40889
40910	James	Wharton	Con	http://publicwhip.com/mp.php?mpid=40910
41160	Helen	Whately	Con	http://publicwhip.com/mp.php?mpid=41160
41269	Heather	Wheeler	Con	http://publicwhip.com/mp.php?mpid=41269
41354	Chris	White	Con	http://publicwhip.com/mp.php?mpid=41354
41173	Eilidh	Whiteford	SNP	http://publicwhip.com/mp.php?mpid=41173
40985	Alan	Whitehead	Lab	http://publicwhip.com/mp.php?mpid=40985
40863	Philippa	Whitford	SNP	http://publicwhip.com/mp.php?mpid=40863
41309	Craig	Whittaker	Con	http://publicwhip.com/mp.php?mpid=41309
41327	John	Whittingdale	Con	http://publicwhip.com/mp.php?mpid=41327
40977	Bill	Wiggin	Con	http://publicwhip.com/mp.php?mpid=40977
40891	Craig	Williams	Con	http://publicwhip.com/mp.php?mpid=40891
40729	Hywel	Williams	PC	http://publicwhip.com/mp.php?mpid=40729
40728	Mark	Williams	LDem	http://publicwhip.com/mp.php?mpid=40728
41167	Gavin	Williamson	Con	http://publicwhip.com/mp.php?mpid=41167
41172	Corri	Wilson	SNP	http://publicwhip.com/mp.php?mpid=41172
41267	Phil	Wilson	Lab	http://publicwhip.com/mp.php?mpid=41267
41279	Rob	Wilson	Con	http://publicwhip.com/mp.php?mpid=41279
40740	Sammy	Wilson	DUP	http://publicwhip.com/mp.php?mpid=40740
41285	David	Winnick	Lab	http://publicwhip.com/mp.php?mpid=41285
41077	Rosie	Winterton	Lab	http://publicwhip.com/mp.php?mpid=41077
40838	Pete	Wishart	SNP	http://publicwhip.com/mp.php?mpid=40838
41097	Sarah	Wollaston	Con	http://publicwhip.com/mp.php?mpid=41097
41030	Mike	Wood	Con	http://publicwhip.com/mp.php?mpid=41030
41194	John	Woodcock	Lab	http://publicwhip.com/mp.php?mpid=41194
41020	William	Wragg	Con	http://publicwhip.com/mp.php?mpid=41020
40823	Iain	Wright	Lab	http://publicwhip.com/mp.php?mpid=40823
41353	Jeremy	Wright	Con	http://publicwhip.com/mp.php?mpid=41353
41012	Nadhim	Zahawi	Con	http://publicwhip.com/mp.php?mpid=41012
41108	Daniel	Zeichner	Lab	http://publicwhip.com/mp.php?mpid=41108




